0	2	2	172800	11	131.523	82.1881
0	2	17	1314360	17	225.262	106.846
0	2	32	591300	13	147.214	78.0218
0	2	47	11617560	69	202.649	40.8851
0	2	62	17398800	93	191.616	19.3722
0	2	77	20654460	106	189.84	26.0903
0	2	92	27408240	148	185.77	24.6106
0	2	107	26489700	137	180.805	23.8893
0	2	122	25598700	131	173.964	17.0457
0	2	137	15062760	76	174.875	28.372
0	2	152	6699240	39	173.94	41.0151
0	2	167	13227300	72	163.604	23.4353
0	2	182	2379240	13	186.54	78.3426
0	2	197	23503500	122	163.533	24.3302
0	4	2	299160	19	63.1728	26.415
0	4	17	1796040	38	154.3	50.5526
0	4	32	874800	19	115.575	44.3397
0	4	47	2251260	24	180.908	73.8596
0	4	62	4145580	56	157.367	41.2248
0	4	77	817560	15	128.859	50.9667
0	4	92	4114800	31	180.239	38.3642
0	4	107	4485240	40	167.411	40.0673
0	4	122	360720	10	47.158	14.6744
0	4	137	2505060	28	156.875	52.5632
0	4	152	22621680	126	174.929	26.2824
0	4	167	15048180	85	174.999	32.4439
0	4	182	21020040	128	169.355	24.638
0	4	197	4445280	31	163.19	40.1745
0	6	17	397980	19	67.0456	24.5738
0	6	32	721980	24	111.353	43.3228
0	6	47	948780	22	120.752	46.3205
0	6	62	3357720	53	160.571	48.2505
0	6	77	2494260	44	147.316	49.0426
0	6	92	753300	16	165.081	71.2711
0	6	107	8965620	69	182.242	32.2364
0	6	122	1128600	21	126.752	43.3711
0	6	137	6496740	74	159.776	32.87
0	6	152	6822360	61	175.381	45.4847
0	6	167	1750680	22	148.99	57.3901
0	6	182	1608120	33	103.646	31.1434
0	6	197	25074900	150	174.755	21.0537
4	2	2	30307500	167	205.083	23.2144
4	2	17	30337200	175	205.775	22.9798
4	2	32	29981880	165	203.482	19.7614
4	2	47	28648620	155	195.337	21.6393
4	2	62	28307880	155	194.679	24.7929
4	2	77	27312120	146	186.524	25.7076
4	2	92	27240300	139	185.666	24.0738
4	2	107	26611200	139	182.636	22.3299
4	2	122	26190000	135	178.832	20.1234
4	2	137	24899400	134	171.635	21.1665
4	2	152	25127820	134	174.059	22.8854
4	2	167	24067800	127	168.554	25.3039
4	2	182	24054840	122	167.28	22.3219
4	2	197	22974300	121	161.398	21.9134
4	4	2	17360460	693	114.835	13.388
4	4	17	25033860	385	167.68	17.0006
4	4	32	28468800	185	195.556	24.9601
4	4	47	28027620	181	192.526	22.4333
4	4	62	27967140	167	191.113	24.1377
4	4	77	27458460	155	188.113	24.1568
4	4	92	24503040	204	168.53	24.4317
4	4	107	26390340	152	180.969	20.5755
4	4	122	23526720	183	164.184	22.4193
4	4	137	25594920	147	176.64	16.3175
4	4	152	25193700	142	174.906	20.5348
4	4	167	25070580	142	173.081	18.8292
4	4	182	23031540	137	159.989	20.5423
4	4	197	24463080	132	169.212	23.2829
4	6	2	30153060	165	31.4437	5.53074
4	6	17	6151140	1087	36.677	0.637
4	6	32	21814380	452	147.513	14.8522
4	6	47	27703620	191	190.995	21.9288
4	6	62	27314280	195	188.728	22.8085
4	6	77	26055540	210	179.343	24.4039
4	6	92	26943840	172	186.944	24.4099
4	6	107	26510760	175	183.191	20.7958
4	6	122	21722040	244	149.88	19.4827
4	6	137	26339580	160	182.2	22.0669
4	6	152	25869240	159	180.356	21.2823
4	6	167	20808900	217	144.877	19.2529
4	6	182	25032780	153	176.786	21.5878
4	6	197	24683400	148	172.687	22.7602
