0	2	2	157542300	8920	110.133	1.84109	0.486308	549.475
0	2	17	42932700	226	195.727	35.9343	0.873999	5910.11
0	2	32	46804500	245	179.118	32.8417	0.857065	5943.43
0	2	47	44077500	241	171.442	30.3556	0.82352	5690.04
0	2	62	48516840	264	175.438	32.4172	0.803929	5717.57
0	2	77	111740040	1961	103.13	7.69843	0.47635	1772.76
0	2	92	43081740	219	171.256	31.4672	0.782913	6120.3
0	2	107	57271320	283	183.186	22.0541	0.769059	6296.14
0	2	122	53867160	269	170.606	20.4146	0.750026	6230.05
0	2	137	50812380	252	164.468	23.568	0.728988	6273.17
0	2	152	55202580	272	169.774	19.8528	0.731425	6314.05
0	2	167	55413720	277	166.068	21.1959	0.707515	6223.88
0	2	182	55015740	272	158.33	19.2337	0.693196	6292.74
0	2	197	48932640	241	158.765	22.4138	0.678408	6316.9
0	4	2	12299040	172	84.1775	19.2027	0.635795	2224.78
0	4	17	15542820	97	159.332	36.7736	0.81854	4985.44
0	4	32	15494220	90	182.831	32.4753	0.816448	5356.4
0	4	47	15243120	86	179.9	32.0942	0.817967	5514.7
0	4	62	17068860	93	187.473	30.7737	0.806975	5710.19
0	4	77	16865280	98	182.204	27.3434	0.791809	5354.14
0	4	92	13809420	74	175.638	30.3613	0.783478	5806.22
0	4	107	16090380	84	182.828	27.2707	0.773891	5959.5
0	4	122	15536880	81	181.19	33.3662	0.765664	5967.63
0	4	137	16614180	92	176.46	20.0709	0.747901	5618.41
0	4	152	13590180	73	168.405	34.3206	0.729409	5791.97
0	4	167	16011000	89	167.548	26.6973	0.716554	5596.85
0	4	182	15709140	87	166.206	21.788	0.71164	5617.86
0	4	197	15199380	84	165.549	32.0628	0.705644	5629.5
0	6	2	9683280	126	55.8316	12.0559	0.491304	2391
0	6	17	15221520	127	148.763	37.358	0.791864	3729.07
0	6	32	17896680	122	177.945	35.5818	0.809359	4563.89
0	6	47	18677520	282	131.306	20.9947	0.664571	2060.68
0	6	62	16005600	105	176.782	34.2967	0.792399	4742.4
0	6	77	16055820	96	186.248	32.6407	0.795424	5203.62
0	6	92	16343640	97	179.269	28.0137	0.78686	5242.21
0	6	107	15990480	97	179.509	33.1105	0.778032	5128.76
0	6	122	17005140	100	179.578	27.3554	0.766673	5290.74
0	6	137	17102880	116	170.554	31.4111	0.751016	4587.05
0	6	152	15529860	96	170.593	28.3174	0.745769	5033
0	6	167	17143920	108	176.91	30.4272	0.729577	4938.89
0	6	182	16529940	93	173.096	25.5817	0.731047	5530
0	6	197	15927300	95	171.469	28.3653	0.723643	5215.96
4	2	2	29374920	161	201.59	31.1927	0.858841	5676.52
4	2	17	29230200	165	204.362	30.1475	0.870271	5511.42
4	2	32	28247940	151	199.67	30.8655	0.850005	5820.2
4	2	47	27689580	150	194.861	30.7625	0.827951	5743.08
4	2	62	27333180	142	194.116	28.5178	0.814649	5988.55
4	2	77	25454520	132	188.879	25.7291	0.797991	5999.64
4	2	92	25012260	126	182.797	24.2338	0.781213	6176
4	2	107	23620140	118	179.601	21.1137	0.760169	6227.75
4	2	122	24081300	119	176.901	23.8483	0.750623	6295.76
4	2	137	23160060	115	175.58	24.5875	0.740672	6265.67
4	2	152	22198320	110	169.769	26.124	0.713423	6278.62
4	2	167	21875400	110	166.361	25.8064	0.714021	6186.98
4	2	182	21590820	108	158.584	24.5748	0.674798	6219.89
4	2	197	20434680	101	155.519	23.7167	0.663451	6294.59
4	4	2	8956980	1423	55.0637	0.879203	0.257839	195.833
4	4	17	16040700	726	107.518	15.9991	0.463453	687.388
4	4	32	27867780	166	194.233	27.4164	0.823884	5222.93
4	4	47	27489780	151	191.445	24.4467	0.820429	5663.88
4	4	62	26701920	154	186.74	27.4965	0.800094	5394.55
4	4	77	25856820	155	185.35	28.8679	0.779741	5190.12
4	4	92	25615980	151	182.408	25.0867	0.768302	5277.81
4	4	107	25601940	141	180.074	28.5047	0.757102	5649.15
4	4	122	25511760	139	181.427	24.4712	0.766777	5710.19
4	4	137	24932340	132	178.515	24.9198	0.759207	5876.5
4	4	152	23918760	127	174.718	26.1124	0.744625	5859.5
4	4	167	23576940	127	170.855	23.9543	0.732408	5775.83
4	4	182	23377140	121	172.531	27.6283	0.721552	6010.86
4	4	197	22956480	117	169.922	24.2493	0.714617	6104.36
4	6	2	28676160	150	47.6428	11.663	0.82738	5947.76
4	6	17	6487020	1063	40.332	3.74359	0.187313	189.889
4	6	32	27150120	217	188.64	31.3127	0.79317	3892.65
4	6	47	27419580	176	189.483	28.9793	0.808182	4846.94
4	6	62	26022600	212	180.221	24.4078	0.765287	3818.83
4	6	77	23481900	232	174.685	29.7747	0.701967	3148.91
4	6	92	10798920	419	73.661	5.12851	0.320419	801.909
4	6	107	25625160	160	181.829	28.1599	0.767701	4982.77
4	6	122	26104140	147	186.107	29.7863	0.780462	5524.86
4	6	137	25308180	150	179.324	25.5602	0.768983	5249.16
4	6	152	25175340	144	179.008	25.7812	0.759224	5439.29
4	6	167	24074280	153	173.348	25.4186	0.730689	4895.33
4	6	182	24641820	139	177.294	25.8123	0.753831	5515.6
4	6	197	23802660	133	173.282	26.4794	0.728897	5568
